name,F,M,all,ratio,gender
All,159990140.0,162412587.0,322402727,0.0150277425468,M
James,23044.0,5049727.0,5072771,5.38968402953,M
John,21578.0,5040319.0,5061897,5.45355037558,M
Robert,20055.0,4767995.0,4788050,5.47120266086,M
Michael,21470.0,4243903.0,4265373,5.28658203179,M
Mary,4103935.0,15139.0,4119074,-5.60242735289,F
William,15806.0,3986586.0,4002392,5.53030088974,M
David,12787.0,3525961.0,3538748,5.61947927238,M
Richard,9534.0,2542735.0,2552269,5.58613119558,M
Joseph,10529.0,2519280.0,2529809,5.47759507052,M
Charles,12316.0,2335387.0,2347703,5.24503366507,M
Thomas,8404.0,2254734.0,2263138,5.59207950191,M
Christopher,9365.0,1947979.0,1957344,5.33756836796,M
Daniel,8004.0,1810130.0,1818134,5.42121252816,M
Patricia,1568742.0,4964.0,1573706,-5.75581743592,F
Elizabeth,1561874.0,5107.0,1566981,-5.72302951367,F
Matthew,5393.0,1498203.0,1503596,5.62691985256,M
Jennifer,1455078.0,4809.0,1459887,-5.71232562412,F
George,9915.0,1443869.0,1453784,4.98103283314,M
Linda,1448771.0,3756.0,1452527,-5.95511632846,F
Barbara,1431316.0,4139.0,1435455,-5.84589536701,F
Donald,5566.0,1405550.0,1411116,5.53150730114,M
Paul,5848.0,1372511.0,1378359,5.45829746548,M
Anthony,6954.0,1351350.0,1358304,5.26954233818,M
Mark,4477.0,1334372.0,1338849,5.69726286891,M
Edward,5360.0,1270291.0,1275651,5.46803731198,M
Steven,4451.0,1260654.0,1265105,5.64625712287,M
Kenneth,5330.0,1257723.0,1263053,5.46370698406,M
Margaret,1232653.0,3737.0,1236390,-5.79864088564,F
Andrew,4790.0,1206648.0,1211438,5.529071135,M
Brian,4540.0,1146417.0,1150957,5.53146969338,M
Kevin,5246.0,1128247.0,1133493,5.37095449827,M
Joshua,4792.0,1125231.0,1130023,5.45879576608,M
Susan,1118932.0,2534.0,1121466,-6.09033085602,F
Dorothy,1104280.0,3674.0,1107954,-5.70566783108,F
Ronald,3849.0,1072189.0,1076038,5.62964425776,M
Timothy,4312.0,1047868.0,1052180,5.49311106914,M
Sarah,1040054.0,3284.0,1043338,-5.75796572227,F
Jessica,1031638.0,3559.0,1035197,-5.66942350278,F
Helen,1012712.0,3106.0,1015818,-5.78705143505,F
Nancy,999033.0,2946.0,1001979,-5.8263394931,F
Betty,998065.0,3619.0,1001684,-5.61962065987,F
Jason,4968.0,991561.0,996529,5.29626312438,M
Karen,980322.0,2747.0,983069,-5.87737168201,F
Jeffrey,3492.0,964279.0,967771,5.62090603385,M
Lisa,962293.0,2785.0,965078,-5.84507110472,F
Frank,4609.0,903096.0,907705,5.27781794632,M
Gary,3287.0,896214.0,899501,5.60820392906,M
Ryan,18749.0,858602.0,877351,3.8241650675,M
Sandra,870721.0,2694.0,873415,-5.77829452608,F
Eric,4268.0,851715.0,855983,5.29610663039,M
Anna,851152.0,2700.0,853852,-5.75333895301,F
Nicholas,3054.0,847367.0,850421,5.62568168799,M
Stephen,2933.0,846078.0,849011,5.66458576394,M
Ashley,816948.0,15402.0,832350,-3.97107807423,F
Donna,829458.0,2232.0,831690,-5.91787443092,F
Carol,815035.0,8653.0,823688,-4.54532497548,F
Kimberly,814903.0,4242.0,819145,-5.25803423161,F
Ruth,816053.0,2777.0,818830,-5.68310809551,F
Larry,3560.0,801006.0,804566,5.41610789281,M
Jacob,2103.0,800407.0,802510,5.94175545158,M
Michelle,796579.0,3239.0,799818,-5.50506166817,F
Laura,787080.0,2573.0,789653,-5.72325736179,F
Jonathan,3439.0,775934.0,779373,5.41888673357,M
Amanda,776812.0,2131.0,778943,-5.89860701173,F
Scott,2612.0,765970.0,768582,5.68102679307,M
Raymond,3516.0,761785.0,765301,5.37834038382,M
Emily,754908.0,1651.0,756559,-6.12521472258,F
Melissa,742742.0,2490.0,745232,-5.69806603302,F
Justin,3736.0,740428.0,744164,5.28921287701,M
Deborah,737810.0,1657.0,739467,-6.09867760043,F
Rebecca,734133.0,2102.0,736235,-5.85580093866,F
Stephanie,727682.0,2633.0,730315,-5.62174025907,F
Sharon,719201.0,3057.0,722258,-5.46070683068,F
Brandon,4076.0,713673.0,717749,5.16530875888,M
Kathleen,708768.0,1692.0,710460,-6.03761699036,F
Cynthia,704320.0,1960.0,706280,-5.8842883251,F
Gregory,2856.0,698946.0,701802,5.50015144155,M
Shirley,683829.0,9545.0,693374,-4.27169042919,F
Amy,675651.0,1835.0,677486,-5.90863218903,F
Samuel,2721.0,672541.0,675262,5.51006361636,M
Patrick,2817.0,653935.0,656752,5.44733546924,M
Angela,652453.0,2134.0,654587,-5.72274095307,F
Catherine,645968.0,1823.0,647791,-5.87026647126,F
Virginia,644381.0,2009.0,646390,-5.77065308024,F
Benjamin,2280.0,639065.0,641345,5.63583072768,M
Jack,2588.0,626001.0,628589,5.4884665919,M
Jerry,17304.0,607484.0,624788,3.55838814877,M
Henry,4440.0,614066.0,618506,4.92944803778,M
Walter,3630.0,613336.0,616966,5.12968026147,M
Dennis,2637.0,612811.0,615448,5.44841466129,M
Katherine,609710.0,1803.0,611513,-5.82353149007,F
Brenda,603814.0,2121.0,605935,-5.65137852791,F
Pamela,592725.0,1388.0,594113,-6.05686668567,F
Willie,146103.0,446185.0,592288,1.11642181179,M
Frances,585555.0,4952.0,590507,-4.77276858005,F
Christine,581689.0,2027.0,583716,-5.65937907318,F
Nicole,568611.0,1943.0,570554,-5.6789633744,F
Peter,1940.0,561529.0,563469,5.66797544714,M
Alexander,4243.0,558947.0,563190,4.88078409028,M
Tyler,15145.0,541438.0,556583,3.57655811864,M
Douglas,2079.0,553948.0,556027,5.58518381065,M
Janet,554492.0,1518.0,556010,-5.9006587003,F
Carolyn,552215.0,1616.0,553831,-5.8339835031,F
Debra,549898.0,1145.0,551043,-6.17432816948,F
Harold,2649.0,547465.0,550114,5.33111632242,M
Rachel,547721.0,1772.0,549493,-5.73365718103,F
Martha,545513.0,1991.0,547504,-5.61308961125,F
Kelly,465737.0,80777.0,546514,-1.75192882558,F
Alice,538339.0,1920.0,540259,-5.63616328721,F
Marie,532398.0,2192.0,534590,-5.49257696085,F
Samantha,529231.0,1158.0,530389,-6.12473063036,F
Aaron,4152.0,523516.0,527668,4.83697744749,M
Maria,522467.0,4188.0,526655,-4.82633853094,F
Jose,4096.0,521271.0,525367,4.84625917233,M
Heather,522278.0,1476.0,523754,-5.86886428699,F
Arthur,3188.0,519090.0,522278,5.09268351761,M
Diane,517151.0,1386.0,518537,-5.92191300073,F
Terry,96792.0,419421.0,516213,1.46631084251,M
Adam,1992.0,512836.0,514828,5.55081694679,M
Emma,512134.0,1491.0,513625,-5.83913927376,F
Joyce,504839.0,2827.0,507666,-5.18502348785,F
Evelyn,502655.0,1765.0,504420,-5.6517533597,F
Julie,502647.0,1522.0,504169,-5.79986287503,F
Carl,3192.0,499405.0,502597,5.05276971022,M
Zachary,1470.0,494187.0,495657,5.81765158728,M
Albert,2559.0,482459.0,485018,5.2392793859,M
Joan,479216.0,5015.0,484231,-4.55971801381,F
Nathan,1674.0,478567.0,480241,5.65558024992,M
Jean,457227.0,22571.0,479798,-3.00851408885,F
Rose,469652.0,2093.0,471745,-5.41339355146,F
Christina,468567.0,1977.0,470544,-5.46809855687,F
Kyle,8251.0,460124.0,468375,4.02116161325,M
Ann,466360.0,1364.0,467724,-5.83453630864,F
Doris,461060.0,3237.0,464297,-4.95888121143,F
Joe,11318.0,447336.0,458654,3.67691561138,M
Lawrence,2115.0,452425.0,454540,5.36556719105,M
Mildred,450012.0,1582.0,451594,-5.65058437973,F
Judith,449997.0,1241.0,451238,-5.89332340985,F
Lauren,445128.0,5725.0,450853,-4.35351933181,F
Gerald,2388.0,444816.0,447204,5.22720451798,M
Kathryn,443618.0,1093.0,444711,-6.00603762256,F
Jordan,121274.0,322499.0,443773,0.978047587081,M
Cheryl,438701.0,979.0,439680,-6.10504172408,F
Grace,437620.0,1244.0,438864,-5.86301895959,F
Roger,1689.0,435797.0,437486,5.55303990077,M
Victoria,435187.0,1193.0,436380,-5.89930468066,F
Julia,430416.0,1715.0,432131,-5.52533910226,F
Keith,2215.0,429280.0,431495,5.26685698318,M
Megan,428400.0,1096.0,429496,-5.96839015005,F
Harry,2018.0,418373.0,420391,5.33426645719,M
Jeremy,2290.0,417112.0,419402,5.2048029533,M
Andrea,411564.0,5718.0,417282,-4.27634544268,F
Jacqueline,411757.0,1386.0,413143,-5.69401146875,F
Ralph,1839.0,410900.0,412739,5.40912793027,M
Teresa,410145.0,1165.0,411310,-5.86378966869,F
Jesse,11424.0,398847.0,410271,3.55286147911,M
Sara,408189.0,1228.0,409417,-5.80634347271,F
Gloria,407239.0,1736.0,408975,-5.45781662044,F
Janice,404285.0,1159.0,405444,-5.85456251044,F
Sean,2889.0,400964.0,403853,4.93296122623,M
Roy,2680.0,400564.0,403244,5.00705675947,M
Theresa,401731.0,1216.0,402947,-5.80021592686,F
Taylor,290060.0,104639.0,394699,-1.01957146704,F
Lillian,391851.0,1383.0,393234,-5.64662661281,F
Louis,2815.0,386764.0,389579,4.9228524263,M
Billy,5327.0,380024.0,385351,4.26744618069,M
Hannah,381370.0,649.0,382019,-6.37609259477,F
Judy,380917.0,1094.0,382011,-5.85274079963,F
Beverly,375859.0,4633.0,380492,-4.39600946663,F
Eugene,2617.0,376373.0,378990,4.96855204939,M
Bruce,1400.0,377163.0,378563,5.59620521813,M
Christian,18568.0,353913.0,372481,2.94761145125,M
Leslie,259392.0,112294.0,371686,-0.837219999006,F
Denise,369603.0,1363.0,370966,-5.6027413039,F
Austin,3742.0,364403.0,368145,4.57864017021,M
Marilyn,365367.0,1066.0,366433,-5.83698900214,F
Jane,363243.0,1127.0,364370,-5.77551279673,F
Amber,362512.0,980.0,363492,-5.91326028451,F
Bryan,1680.0,360757.0,362437,5.36941080807,M
Alexis,307293.0,54716.0,362009,-1.72564551861,F
Danielle,357831.0,1881.0,359712,-5.24825725758,F
Brittany,353486.0,1079.0,354565,-5.79180919432,F
Wayne,1605.0,349683.0,351288,5.38390327321,M
Diana,348735.0,1284.0,350019,-5.60433211619,F
Irene,348459.0,1344.0,349803,-5.55787033412,F
Russell,1696.0,347633.0,349329,5.32287478822,M
Jamie,263130.0,83287.0,346417,-1.15035573206,F
Howard,1677.0,343314.0,344991,5.32163899745,M
Annie,342398.0,1922.0,344320,-5.18260749258,F
Shannon,292956.0,51301.0,344257,-1.74231218193,F
Fred,2028.0,342015.0,344043,5.12780451002,M
Lori,339910.0,852.0,340762,-5.98884962884,F
Florence,333946.0,1437.0,335383,-5.44842169616,F
Philip,1137.0,333638.0,334775,5.6816633581,M
Lois,331209.0,2636.0,333845,-4.83348697941,F
Louise,331029.0,2189.0,333218,-5.01876116629,F
Kathy,332477.0,739.0,333216,-6.1090280428,F
Tammy,331317.0,1396.0,332713,-5.46946461666,F
Tiffany,331101.0,1191.0,332292,-5.62763017441,F
Robin,287861.0,43456.0,331317,-1.8907287928,F
Alan,1011.0,329251.0,330262,5.78588043779,M
Randy,4976.0,323134.0,328110,4.17344074244,M
Ruby,324693.0,2968.0,327661,-4.69499179521,F
Shawn,32854.0,294133.0,326987,2.19195854288,M
Crystal,325163.0,1185.0,326348,-5.61458382048,F
Bonnie,321910.0,4031.0,325941,-4.38025751924,F
Phyllis,322181.0,870.0,323051,-5.91437556675,F
Juan,2700.0,317995.0,320695,4.76878388638,M
Bobby,9610.0,310759.0,320369,3.47621346918,M
Anne,317277.0,830.0,318107,-5.94610478755,F
Kayla,314684.0,552.0,315236,-6.34577619341,F
Erin,304991.0,8853.0,313844,-3.53952588335,F
Vincent,1368.0,311144.0,312512,5.42690600833,M
Tracy,249996.0,60723.0,310719,-1.41512237875,F
Francis,28671.0,281240.0,309911,2.28332223838,M
Madison,301660.0,7310.0,308970,-3.72005728158,F
Johnny,3668.0,303202.0,306870,4.41475269566,M
Ethan,554.0,305222.0,305776,6.31162997293,M
Olivia,303411.0,579.0,303990,-6.26154112343,F
Phillip,1332.0,301642.0,302974,5.42255931161,M
Clarence,1861.0,301067.0,302928,5.08621885368,M
Ernest,1854.0,299105.0,300959,5.08344921517,M
Natalie,297824.0,715.0,298539,-6.03197544429,F
Victor,1778.0,296635.0,298413,5.1170132897,M
Martin,1471.0,296672.0,298143,5.30668470981,M
Dylan,6699.0,291381.0,298080,3.77267342764,M
Craig,1012.0,296740.0,297752,5.68092776366,M
Stanley,1437.0,296218.0,297655,5.32853806264,M
Dale,21835.0,275773.0,297608,2.5360638766,M
Edna,293457.0,1047.0,294504,-5.63580218898,F
Peggy,292394.0,799.0,293193,-5.90249654105,F
Travis,2112.0,290513.0,292625,4.92401295988,M
Tina,290308.0,903.0,291211,-5.77297515391,F
Lee,61941.0,228180.0,290121,1.3039524721,M
Bradley,1278.0,288837.0,290115,5.4205661592,M
Earl,2248.0,287591.0,289839,4.85149839986,M
Leonard,1412.0,288169.0,289581,5.31853997452,M
Dawn,288207.0,1034.0,289241,-5.63024419587,F
Josephine,288051.0,985.0,289036,-5.6782511856,F
Jimmy,2218.0,282017.0,284235,4.84536146388,M
Rita,281675.0,777.0,282452,-5.89306885266,F
Wanda,280775.0,972.0,281747,-5.66595311137,F
Todd,1061.0,279917.0,280978,5.57528127102,M
Ethel,278533.0,1489.0,280022,-5.23143179057,F
Danny,1511.0,277461.0,278972,5.21290869948,M
Charlotte,278045.0,633.0,278678,-6.08506782793,F
Norma,276724.0,1278.0,278002,-5.37772426361,F
Alyssa,277104.0,413.0,277517,-6.50870057301,F
Paula,275687.0,884.0,276571,-5.74256438056,F
Courtney,253875.0,21791.0,275666,-2.45534497939,F
Cody,4805.0,270657.0,275462,4.03119529415,M
Connie,265764.0,6947.0,272711,-3.64429878521,F
Jessie,163739.0,108007.0,271746,-0.416077656848,F
Abigail,270956.0,536.0,271492,-6.22557756399,F
Marjorie,270358.0,594.0,270952,-6.12062296628,F
Ellen,270025.0,745.0,270770,-5.89288560791,F
Angel,86405.0,182416.0,268821,0.747244248585,M
Gabriel,6266.0,260982.0,267248,3.7293132469,M
Gladys,265657.0,1023.0,266680,-5.55946651604,F
Carrie,264662.0,1189.0,265851,-5.40534092247,F
Edith,262408.0,825.0,263233,-5.76227243706,F
Carlos,2008.0,260756.0,262764,4.86644590233,M
Allison,259003.0,3724.0,262727,-4.24204128523,F
Allen,1817.0,260377.0,262194,4.96494379137,M
Wendy,258247.0,947.0,259194,-5.60837267708,F
Clara,258115.0,999.0,259114,-5.55440572238,F
Marion,187263.0,71335.0,258598,-0.965126955322,F
Frederick,1105.0,256987.0,258092,5.44918016499,M
Eleanor,256346.0,602.0,256948,-6.05402592811,F
Curtis,2321.0,254012.0,256333,4.6953833827,M
Elaine,254197.0,654.0,254851,-5.96275748448,F
Cindy,253906.0,766.0,254672,-5.80353722902,F
Alex,7608.0,246609.0,254217,3.47860376117,M
Norman,1607.0,250568.0,252175,5.04936125402,M
Logan,18851.0,230652.0,249503,2.50434411823,M
Joel,2504.0,246221.0,248725,4.58834005338,M
Glenn,2136.0,246333.0,248469,4.747749358,M
Marvin,1610.0,246539.0,248149,5.03128601698,M
Cameron,23224.0,223976.0,247200,2.26635267654,M
Noah,1155.0,245946.0,247101,5.36101165567,M
Tony,2878.0,244055.0,246933,4.44029800126,M
Valerie,244300.0,694.0,244994,-5.86368029674,F
Esther,243764.0,954.0,244718,-5.54329215166,F
Monica,243545.0,982.0,244527,-5.513465701,F
Rodney,1176.0,242564.0,243740,5.32914674361,M
Luis,1481.0,242223.0,243704,5.09714125417,M
Audrey,239289.0,2828.0,242117,-4.43810227842,F
Melvin,2140.0,239601.0,241741,4.71816921082,M
Dana,188866.0,52807.0,241673,-1.27439401121,F
Alfred,1293.0,239878.0,241171,5.22316536097,M
Vanessa,238322.0,965.0,239287,-5.50924987809,F
Steve,906.0,238342.0,239248,5.57242258994,M
Eva,237500.0,972.0,238472,-5.498567098,F
Chad,1039.0,237156.0,238195,5.43045944033,M
Ella,236937.0,825.0,237762,-5.66016617566,F
Sheila,236900.0,647.0,237547,-5.90304709565,F
Hazel,233185.0,2629.0,235814,-4.48522858419,F
Sylvia,234775.0,909.0,235684,-5.5540377935,F
Nathaniel,1123.0,233913.0,235036,5.3389455756,M
April,232585.0,667.0,233252,-5.85422098268,F
Lynn,181159.0,52080.0,233239,-1.24659410079,F
Edwin,1192.0,231604.0,232796,5.26939644806,M
Morgan,192255.0,39110.0,231365,-1.59244442708,F
Sherry,229185.0,975.0,230160,-5.45984734566,F
Herbert,1116.0,227136.0,228252,5.31579809306,M
Katie,227542.0,494.0,228036,-6.13255459853,F
Jeffery,1268.0,226477.0,227745,5.1852025385,M
Erica,226586.0,1022.0,227608,-5.40136307203,F
Antonio,1958.0,225224.0,227182,4.74517191841,M
Pauline,225430.0,770.0,226200,-5.6793744536,F
Thelma,225020.0,1141.0,226161,-5.28428421626,F
Michele,222607.0,2619.0,225226,-4.44261531936,F
Jasmine,223137.0,1242.0,224379,-5.19106294909,F
Brianna,223754.0,387.0,224141,-6.35987782004,F
Eddie,15672.0,206216.0,221888,2.5770484825,M
Melanie,219574.0,598.0,220172,-5.90585383057,F
Evan,3441.0,215443.0,218884,4.13693424658,M
Suzanne,218244.0,493.0,218737,-6.09285980787,F
Ricky,1835.0,216853.0,218688,4.77217522313,M
Alicia,217639.0,706.0,218345,-5.73097776835,F
Lucille,216502.0,751.0,217253,-5.66394941249,F
Kristen,215189.0,2039.0,217228,-4.65905722015,F
Derek,905.0,216162.0,217067,5.47584846186,M
Caleb,506.0,213744.0,214250,6.04599764694,M
Kim,179033.0,34784.0,213817,-1.63841263545,F
Anita,212630.0,682.0,213312,-5.74227918716,F
Theodore,882.0,212276.0,213158,5.48345053772,M
Marcus,1322.0,211500.0,212822,5.07507925706,M
Dolores,210641.0,1336.0,211977,-5.0604751875,F
Veronica,210778.0,835.0,211613,-5.53112900103,F
Joanne,210537.0,504.0,211041,-6.03484042056,F
Gail,201450.0,8946.0,210396,-3.11433470663,F
Geraldine,209111.0,747.0,209858,-5.63455530531,F
Alexandra,208887.0,856.0,209743,-5.49727833873,F
Lorraine,207648.0,935.0,208583,-5.40305308813,F
Rhonda,207749.0,589.0,208338,-5.86565971558,F
Bertha,207341.0,936.0,208277,-5.40050458338,F
Jill,207582.0,501.0,208083,-6.02667562023,F
Juanita,206420.0,991.0,207411,-5.33895367279,F
Isaac,657.0,205836.0,206493,5.74715099571,M
Ray,5336.0,199622.0,204958,3.62194926963,M
Troy,2588.0,201883.0,204471,4.35680294504,M
Jesus,2583.0,201452.0,204035,4.3565996255,M
Sophia,203371.0,289.0,203660,-6.55636048811,F
Mike,662.0,202747.0,203409,5.72444861938,M
Darlene,202760.0,605.0,203365,-5.81454983456,F
Sally,202123.0,642.0,202765,-5.75204339827,F
Dustin,1380.0,200134.0,201514,4.97690364303,M
Isabella,201112.0,241.0,201353,-6.72682031229,F
Bernard,985.0,197723.0,198708,5.30198069911,M
Adrian,14342.0,184140.0,198482,2.5525040424,M
Leroy,1183.0,197248.0,198431,5.11640823526,M
Randall,1155.0,195607.0,196762,5.13200720031,M
Holly,195046.0,1541.0,196587,-4.84080387184,F
Caroline,196124.0,302.0,196426,-6.47607537386,F
Luke,451.0,194152.0,194603,6.06492929692,M
Wesley,2142.0,190969.0,193111,4.49037113918,M
Jared,760.0,191764.0,192524,5.53070229502,M
June,185140.0,3132.0,188272,-4.07944051751,F
Clifford,2019.0,186078.0,188097,4.52356360132,M
Vivian,185415.0,2541.0,187956,-4.29003885167,F
Debbie,187427.0,434.0,187861,-6.06810018115,F
Beatrice,187084.0,733.0,187817,-5.54216729095,F
Ronnie,7305.0,178955.0,186260,3.19857533238,M
Ida,185060.0,766.0,185826,-5.48725320606,F
Elijah,878.0,184735.0,185613,5.34903105108,M
Jay,2438.0,183138.0,185576,4.31906193595,M
Calvin,1172.0,184056.0,185228,5.05652836798,M
Ian,685.0,184484.0,185169,5.59589917957,M
Bernice,181293.0,3402.0,184695,-3.975751013,F
Oscar,1065.0,183005.0,184070,5.14653867571,M
Corey,8730.0,175320.0,184050,2.9998475057,M
Eileen,183342.0,407.0,183749,-6.11029535471,F
Renee,181977.0,1569.0,183546,-4.75344183171,F
Stacy,161209.0,21965.0,183174,-1.99325138235,F
Hunter,9610.0,173052.0,182662,2.89078790439,M
Leah,181640.0,388.0,182028,-6.14877664559,F
Shane,3367.0,178643.0,182010,3.97136726076,M
Jo,178580.0,1772.0,180352,-4.61292782791,F
Barry,766.0,179233.0,179999,5.45525974461,M
Casey,73493.0,106278.0,179771,0.36886813891,M
Kristin,178099.0,1622.0,179721,-4.69867961976,F
Gertrude,176665.0,568.0,177233,-5.73988914413,F
Tommy,2820.0,173228.0,176048,4.11787176093,M
Manuel,1153.0,173284.0,174437,5.01256462573,M
Loretta,173572.0,500.0,174072,-5.84973967945,F
Regina,173445.0,564.0,174009,-5.72856157373,F
Brooke,171659.0,1999.0,173658,-4.45286289529,F
Tara,171761.0,543.0,172304,-5.75674993468,F
